Fator,Autovalor,Variância (%),Variância Acumulada (%)
1,6.960471130768186,77.3385681196466,77.3385681196466
2,1.0850830049627243,12.05647783291917,89.39504595256577
3,0.2808583568547605,3.120648409497342,92.5156943620631
4,0.1888989187569698,2.098876875077444,94.61457123714055
5,0.16928160036528692,1.8809066707254118,96.49547790786596
6,0.10806943183481837,1.2007714648313164,97.69624937269728
7,0.08797967094479754,0.9775518993866403,98.67380127208392
8,0.0813018238321214,0.9033535981346831,99.5771548702186
9,0.038056061680327574,0.4228451297814179,100.00000000000003
